Date,Close,prev_day_close,prev_week_close,prev_month_close,prev_qtr_close,price_change_pct,weekly_change_pct,monthly_change_pct,qtr_change_pct,close_std
2015-01-01,1.2098628282546997,1.2098628282546997,1.2098628282546997,1.2098628282546997,1.2098628282546997,0.0,-0.018454310815823938,-0.06044044451385422,-0.09890329798853392,0.011145290124847839
2015-01-02,1.2089413404464722,1.2098628282546997,1.2089413404464722,1.2089413404464722,1.2089413404464722,0.0,-0.018454310815823938,-0.06044044451385422,-0.09890329798853392,0.011145290124847839
2015-01-05,1.194643259048462,1.2089413404464722,1.194643259048462,1.194643259048462,1.194643259048462,-0.0007616465162061727,-0.018454310815823938,-0.06044044451385422,-0.09890329798853392,0.011145290124847839
2015-01-06,1.193901538848877,1.194643259048462,1.193901538848877,1.193901538848877,1.193901538848877,-0.011826943888551163,-0.018454310815823938,-0.06044044451385422,-0.09890329798853392,0.011145290124847839
2015-01-07,1.1875356435775757,1.193901538848877,1.1875356435775757,1.1875356435775757,1.1875356435775757,-0.0006208717070698947,-0.018454310815823938,-0.06044044451385422,-0.09890329798853392,0.011145290124847839
2015-01-08,1.1836000680923462,1.1875356435775757,1.2098628282546997,1.1836000680923462,1.1836000680923462,-0.0053320102740122685,-0.018454310815823938,-0.06044044451385422,-0.09890329798853392,0.011145290124847839
2015-01-09,1.1796069145202637,1.1836000680923462,1.2089413404464722,1.1796069145202637,1.1796069145202637,-0.0033140693557400587,-0.021707221305607982,-0.06044044451385422,-0.09890329798853392,0.011145290124847839
2015-01-12,1.187070369720459,1.1796069145202637,1.194643259048462,1.187070369720459,1.187070369720459,-0.003373735503850079,-0.02426455688526219,-0.06044044451385422,-0.09890329798853392,0.011778530257644313
2015-01-13,1.1831519603729248,1.187070369720459,1.193901538848877,1.1831519603729248,1.1831519603729248,0.006327069728334576,-0.0063390382615432506,-0.06044044451385422,-0.09890329798853392,0.00961921542182644
2015-01-14,1.1778285503387451,1.1831519603729248,1.1875356435775757,1.1778285503387451,1.1778285503387451,-0.0033009073829859967,-0.009003739526390553,-0.06044044451385422,-0.09890329798853392,0.0055876359167807595
2015-01-15,1.1785920858383179,1.1778285503387451,1.1836000680923462,1.1785920858383179,1.1785920858383179,-0.004499345994830427,-0.008174148954036342,-0.06044044451385422,-0.09890329798853392,0.005401920344180701
2015-01-16,1.1637378931045532,1.1785920858383179,1.1796069145202637,1.1637378931045532,1.1637378931045532,0.0006482569125643627,-0.0042311439387628935,-0.06044044451385422,-0.09890329798853392,0.003944267919277048
2015-01-19,1.1566041707992554,1.1637378931045532,1.187070369720459,1.1566041707992554,1.1566041707992554,-0.012603336567629374,-0.013452804676178265,-0.06044044451385422,-0.09890329798853392,0.007509103849718094
2015-01-20,1.1597968339920044,1.1566041707992554,1.1831519603729248,1.1597968339920044,1.1597968339920044,-0.006130007751373392,-0.025665031912453506,-0.06044044451385422,-0.09890329798853392,0.01094802314555315
2015-01-21,1.1546944379806519,1.1597968339920044,1.1778285503387451,1.1546944379806519,1.1546944379806519,0.0027603766901020056,-0.019739752088615004,-0.06044044451385422,-0.09890329798853392,0.012124462516270987
2015-01-22,1.1615345478057861,1.1546944379806519,1.1785920858383179,1.1615345478057861,1.1615345478057861,-0.004399387773624251,-0.01964132415659292,-0.06044044451385422,-0.09890329798853392,0.011764154393251217
2015-01-23,1.1346745491027832,1.1615345478057861,1.1637378931045532,1.1346745491027832,1.1346745491027832,0.005923740168954456,-0.014472808902665335,-0.06044044451385422,-0.09890329798853392,0.009712428493755445
2015-01-26,1.1125450134277344,1.1346745491027832,1.1566041707992554,1.1125450134277344,1.1125450134277344,-0.023124580111494063,-0.02497413221136635,-0.06044044451385422,-0.09890329798853392,0.013087804070696483
